link,caption
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_226.jpg,a group of people sitting on top of a wooden bench 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_243.jpg,a large building with a clock on top of it 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_229.jpg,a group of boats floating on top of a river 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_240.jpg,a group of people sitting on top of a lush green field 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_24.jpg,a crowd of people standing around a table 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_249.jpg,a small boat in a body of water
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_255.jpg,a group of boats floating on top of a river 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_237.jpg,a large clock tower towering over a city 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_254.jpg,a city street filled with lots of traffic 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_246.jpg,a group of boats floating on top of a lake 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_258.jpg,a group of boats floating on top of a body of water 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_250.jpg,a group of boats floating on top of a lake 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_253.jpg,a group of people walking down a street 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_252.jpg,a large body of water with a clock tower 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_242.jpg,a group of boats floating on top of a river 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_263.jpg,a red fire hydrant sitting in the middle of a forest 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_26.jpg,a boat floating on a river next to a forest 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_269.jpg,a building with a clock on the front of it
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_266.jpg,a group of people sitting on a bench next to a river 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_264.jpg,a group of boats floating on top of a lake 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_260.jpg,a person riding a bike on a city street
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_245.jpg,a group of people standing on top of a sandy beach 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_277.jpg,a large body of water with a mountain in the background 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_261.jpg,a stone building with a clock tower on it 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_280.jpg,a group of boats floating on top of a lake 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_276.jpg,a river with a bridge in the background
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_289.jpg,a view of a mountain with mountains in the background 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_256.jpg,a group of boats floating on top of a body of water 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_281.jpg,a large body of water with a clock tower 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_283.jpg,a group of people sitting on top of a wooden bench 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_241.jpg,a bunch of boats that are sitting in the water 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_272.jpg,a man riding a paddle boat on a lake 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_273.jpg,a large body of water surrounded by trees 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_257.jpg,a train traveling over a bridge over a river 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_278.jpg,a large body of water with a clock tower 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_268.jpg,a large bridge spanning the width of a river 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_270.jpg,a large building with a large clock tower 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_262.jpg,a small boat in a body of water
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_284.jpg,a boat floating on a river next to a forest 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_27.jpg,a group of horses grazing in a field 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_287.jpg,a building with a clock on the top of it
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_265.jpg,a train traveling over a bridge over a river 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_295.jpg,a group of people standing in a room 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_275.jpg,a boat that is sitting in the water 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_286.jpg,a group of boats floating on top of a lake 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_285.jpg,a group of horses grazing in a field 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_298.jpg,a group of young men playing a game of soccer 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_293.jpg,a table topped with lots of different colored vases 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_288.jpg,a man wearing a black and white striped tie 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_292.jpg,a fruit stand with a variety of fruits and vegetables 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_279.jpg,a group of people standing next to a building 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_296.jpg,a group of people standing around a table 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_267.jpg,a woman is standing on the beach with an umbrella 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_294.jpg,a lush green field filled with lots of trees 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_301.jpg,a large bridge spanning the width of a river 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_259.jpg,a large body of water surrounded by mountains 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_29.jpg,a building with a clock on the front of it
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_299.jpg,a large clock tower towering over a city 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_291.jpg,a bunch of kites that are in the air 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_28.jpg,a group of boats floating on top of a lake 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_302.jpg,a blender filled with liquid on top of a counter 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_3.jpg,a small boat in a body of water
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_274.jpg,a man riding a bike down a street next to a tall building 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_282.jpg,a group of people sitting on top of a boat 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_303.jpg,a cup of coffee sitting next to a laptop 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_300.jpg,a glass of orange juice sitting on a table 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_297.jpg,a group of young men playing a game of soccer 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_290.jpg,a bowl of soup and a bowl of soup 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_271.jpg,a city street filled with lots of traffic 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_314.jpg,a large body of water next to a bridge 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_30.jpg,a herd of cattle grazing on a lush green hillside 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_310.jpg,a river with a bridge in the background
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_306.jpg,a vase of flowers sitting on a table 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_309.jpg,a large clock tower towering over a city 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_320.jpg,a group of people standing on top of a sandy beach 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_318.jpg,a large building with a clock on the top of it 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_32.jpg,a city street filled with lots of traffic 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_304.jpg,a woman is holding a glass of wine 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_315.jpg,a group of boats floating on top of a river 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_317.jpg,a group of boats floating on top of a body of water 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_319.jpg,a large body of water with a bridge in the background
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_334.jpg,a bridge with a clock tower in the background
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_307.jpg,a blender filled with liquid on top of a counter 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_34.jpg,a large body of water next to a bridge 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_31.jpg,a large body of water with a boat in it
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_308.jpg,a stop sign with a street sign on top of it 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_323.jpg,boats are docked at a pier in the water 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_321.jpg,a large body of water next to a bridge 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_349.jpg,a person riding a bike on a city street
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_312.jpg,a group of people sitting on top of a wooden bench 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_33.jpg,a herd of sheep grazing on a lush green field 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_313.jpg,a bunch of boats that are sitting in the water 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_311.jpg,a large body of water with a mountain in the background 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_330.jpg,a herd of cattle grazing on a lush green field 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_332.jpg,a group of boats floating on top of a lake 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_337.jpg,a small boat in a body of water
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_35.jpg,a very tall clock tower towering over a city 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_325.jpg,a herd of sheep grazing on a lush green hillside 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_322.jpg,boats are docked at a pier in the water 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_339.jpg,a bridge with a clock tower in the background
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_342.jpg,a group of people walking down a street 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_331.jpg,a large body of water next to a bridge 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_336.jpg,a scenic view of a mountain with a mountain in the background 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_329.jpg,a large building with a clock on top of it 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_333.jpg,a view of a street with a clock tower in the background 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_345.jpg,a train traveling over a bridge over a river 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_324.jpg,a large clock tower towering over a city 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_338.jpg,a large body of water surrounded by mountains 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_316.jpg,a large clock tower towering over a city 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_347.jpg,a group of boats floating on top of a body of water 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_341.jpg,a large clock tower towering over a city 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_326.jpg,a group of people sitting on top of a lush green field 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_343.jpg,a large clock tower towering over a city 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_39.jpg,a large body of water with a mountain in the background 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_328.jpg,a group of boats floating on top of a river 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_335.jpg,a city street filled with lots of traffic 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_340.jpg,a large body of water with a clock tower 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_344.jpg,a group of boats floating on top of a river 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_348.jpg,a large body of water surrounded by mountains 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_4.jpg,a red fire hydrant sitting in the middle of a forest 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_40.jpg,a building with a clock on the top of it
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_41.jpg,a river with a bridge in the background
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_38.jpg,a group of boats floating on top of a lake 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_42.jpg,a large clock tower towering over a city 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_37.jpg,a herd of sheep grazing on a lush green field 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_350.jpg,a stone building with a clock tower on it 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_346.jpg,a group of boats floating on top of a body of water 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_44.jpg,a large building with a clock on top of it 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_62.jpg,a very tall clock tower towering over a city 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_6.jpg,a group of boats floating on top of a lake 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_52.jpg,a bench sitting in the middle of a lush green field 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_327.jpg,a bunch of boats that are sitting in the water 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_57.jpg,a boat traveling down a river next to a forest 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_43.jpg,a group of boats floating on top of a body of water 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_56.jpg,a train traveling down tracks next to a building 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_49.jpg,a herd of sheep grazing on a lush green hillside 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_36.jpg,a group of people sitting on top of a boat 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_60.jpg,a city street filled with lots of tall buildings 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_47.jpg,a group of lawn chairs sitting under an umbrella 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_50.jpg,a group of people sitting on top of a stone bench 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_5.jpg,a train traveling over a bridge over a river 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_54.jpg,a group of people walking down a street 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_64.jpg,a stop sign on the side of a road 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_45.jpg,a mountain with a mountain in the background
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_66.jpg,a large clock tower towering over a city 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_46.jpg,a boat traveling down a river next to a forest 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_65.jpg,a large clock tower towering over a city 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_58.jpg,a bench sitting in the middle of a lush green field 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_53.jpg,a group of boats floating on top of a body of water 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_51.jpg,a large building with a clock on the side of it 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_48.jpg,a group of boats floating on top of a lake 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_67.jpg,a group of people standing on top of a sandy beach 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_63.jpg,a bench sitting in the middle of a lush green field 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_55.jpg,a group of people sitting on top of a sandy beach 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_61.jpg,a large stone building with a clock tower 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_68.jpg,a group of boats floating on top of a body of water 
D:/SE2023-9.1/SDmodel/data/train\Vietnam places\Image_9_78.jpg,a train traveling down a track near a mountain 
